met_id,abbreviation,chargedFormula,charge
5449,M02893,C20H30N6O11PSeR(C5H8O6PR)n,0
5450,M00197,C6H12N4O,0
5451,M00199,C6H11N3O2,0
5452,M00215,C22H34N10O15P2R2,0
5453,M02496,C21H34N9O15P2,-1
5454,M00673,C8H9NO,0
5456,M02506,C7H8N2O2,0
5457,M02505,C7H8N2O2,0
5458,M01750,C16H24N2O16P2,-2
5459,M02807, biophysical, and genetic approaches has helped to illuminate the structural consequences of psi in polyribonucleotides
5460,M01388,C6H12O6,0
5461,M01389,C6H11O9P,-2
5462,M02645,C10H16N2O8R2,0
5463,M03163,C8H5NO2,0
5464,eumelanin,X,0
5465,M02446,C42H72O36,0
5466,M02447,C36H62O31,0
5467,M02449,C30H52O26,0
5468,M02451,C24H42O21,0
5469,M01966,C6H11O12P2,-3
5470,M00561,C14H20N4O8P2S,-3
5471,M02723,C10H11NO3,0
5472,M02957,C6H5O6R3,0
5473,M01678,C18H32O16,0
5474,M01677, and indigestible dextrin is sometimes used in fiber supplements. For example, maltodextrin either can be moderately sweet or have hardly any flavor at all. Maltodextrin is a polysaccharide that is used as a food additive. It is produced from starch and is usually found as a creamy-white hygroscopic powder. Maltodextrin is easily digestible
5475,M02671,C20H24N10O21P4,-4
5476,M01437,C24H41N3O16,0
5477,M01436,X,0
5478,M00136,X,0
5479,M00137,X,0
5480,M00193,X,0
5481,M00192,X,0
5482,M03104,X,0
5483,M02988,HSR,0
5484,M03105,X,0
5485,M00214,X,0
5486,M02709,C6H8N2O2R2,0
5487,M02710,C6H8N2O2R2,0
5488,M00190,C4H6N2O3R2,0
5489,M00191,C20H24N10O16P3,-2
5490,M02128,C9H15N3O3R2,0
5491,M00201,C5H8N2O2,0
5492,M01310,NH2R,0
5493,M00207,C6H8N3O3R3,0
5494,M01360,C20H24N10O16P3,-3
5495,M01719,C11H16N5O7P(C5H8O5PR)n(C5H8O5PR)n,0
5496,M01720,C10H14N5O7P(C5H8O5PR)n(C5H8O5PR)n,0
5497,M00216,C5H8N2O2SR2,0
5498,M02918,C20H36N2O3SR2,0
5499,M00203,C6H8N2O4R2,0
5500,M00202,C5H6N2O4R2,0
5501,M02669,C43H67N12O12S2,1
5502,CE5799,C2H7N2O,1
5503,CE5800,X,0
5504,M02840,C20H28R,0
5505,M02743,X,0
5506,M01166,C6H6N4S,0
5507,M02989,C5H4N4S,0
5508,M01317,C11H13N2O4R(C2H2NOR)n,0
5509,M01676,C2H4NO2R(C2H2NOR)n,0
5510,M00915,C10H18O13P2R2(C5H8O6PR)n,-2
5511,M02755,C10H17O10PR2(C5H8O6PR)n,0
5512,M01129,C10H16O13P2R2(C5H8O6PR)n,-2
5513,M00096,C10H19O16P3R2(C5H8O6PR)n,0
5514,M01864,C20H31N5O23P4R2(C5H8O6PR)n,0
5515,M02438,C21H34N5O23P4R2(C5H8O6PR)n,0
5516,M02437,C22H36N5O23P4R2(C5H8O6PR)n,0
5517,M02436,C28H42N10O23P4R(C5H8O6PR)n,0
5518,M02435,C27H40N10O23P4R(C5H8O6PR)n,0
5519,M02627,C16H31NO3(C2H2NOR)n,0
5520,M02005,C2H5NO2(C2H2NOR)n,0
5521,dmlarg,C8H18N4O2,0
5522,dma,C2H8N,1
5523,M03053,C3H10N,1
5524,M03054,C3H9NO,0
5525,M02545,C13H19NO10,-2
5526,M00220,C4H5N2O6PR2,-2
5527,M00219,C4H6N2O3R2,0
5528,M03086,C17H24N5O10P(C5H8O6PR)n(C5H8O6PR)n,0
5529,M02820,C12H15N5O3,0
5530,M03084,C10H14N5O8P(C5H8O6PR)n(C5H8O6PR)n,0
5531,M03061,C11H16N5O8P(C5H8O6PR)n(C5H8O6PR)n,0
5532,M03062,C11H16N5O8P(C5H8O6PR)n(C5H8O6PR)n,0
5533,M03059,C11H18N3O8PS(C5H8O6PR)n(C5H8O6PR)n,0
5534,M03058,C10H16N3O8PS(C5H8O6PR)n(C5H8O6PR)n,0
5535,M02626,C13H18NO12PR4(C5H8O6PR)n,0
5536,M02625,C3H3NO3R2,0
5537,M03083,C10H17O10PR2(C5H8O6PR)n,0
5538,M03060,C15H22N5O7P(C5H8O6PR)n(C5H8O6PR)n,0
5539,M03085,C9H13N2O9P(C5H8O6PR)n(C5H8O6PR)n,0
5540,M03087,C9H13N2O9P(C5H8O6PR)n(C5H8O6PR)n,0
5541,M01367,AsO3,0
5542,M02474,CH4AsO3,-1
5543,M01251,C8H9NO,0
5544,M01341,C6H7N,0
5545,M00187,C4H6N2O3R2,0
5546,M02737,C4H7N2O6PR2,0
5547,M02542,C14H23N2O9,-1
5548,M02541,C11H18NO8,-1
5549,M02513,C12H21N3O8,0
5550,M02521,C8H16N2O5,0
5551,M01018,C13H20N4O8R2,0
5552,M02702,C5H6N2O4R2,0
5553,M02701,C5H6N2O5R2,0
5554,M00155,C10H10N2O,0
5555,M00823,C4H7N2O6PR2,0
5556,M00822,C4H6N2O3R2,0
5557,M02911,C9H18O11P,-1
5558,M03145,C11H7O2R,0
5559,M02829,C11H9O2R,0
5560,M03144,C11H7O3R,0
5561,M02339,C8H16N5O3R(C2H2NOR)n,0
5562,M00196,C2H4NO2R(C2H2NOR)n,0
5563,M02706,C4H7N2O4R(C2H2NOR)n,0
5564,M02707,C4H7N2O3R(C2H2NOR)n,0
5565,M02375,C7H12N3O4R(C2H2NOR)n,0
5566,M01128,C7H9N2O4R(C2H2NOR)n,0
5567,M02704,C6H10N2O2SR2,0
5568,M02703,C6H10N2O3SR2,0
5569,M02708,C12H20N5O5R3(C2H2NOR)n(C2H2NOR)n,0
5570,M02705,C12H17N4O6R3(C2H2NOR)n(C2H2NOR)n,0
5571,M02849,C10H16O12P2R2(C5H8O6PR)n,0
5572,M02848,C10H18O13P2R2(C5H8O6PR)n,0
5573,M02427,C6H11O6R,0
5574,M02428,C14H25NO14PR,0
5575,M02002,C14H25NO14PR,0
5576,M02003,C6H12O9PR,0
5577,M02700,C12H17N5O4R2,0
5578,M02699,C11H15N5O4R2,0
5579,M00188,C62H89CoN13O14P.C7H8N4O2R2,0
5580,M00189,C63H92CoN13O14P.C7H8N4O2R2,0
5581,M01838,C12H17N4O6SR3,0
5582,M02472,C11H17N4O5SR3,0
5583,M01710,X,0
5584,M02493,X,0
5585,M00683,C54H89N2O25P2R7,0
5586,M00774,C52H91N2O23P2R5,0
5587,M02837,C36H58O3,0
5588,M01114,C30H39N9O12,0
5589,M02979,C29H37N9O12,0
5590,M02742,X,0
5591,M02801,X,0
5592,M02656,X,0
5593,M02382,Li,1
5594,M02035,CH5N3,0
5595,M02467,C4H11N5,0
5596,M02821,C20H25N2O2,1
5599,M01571,C10H16N6S,0
5600,M03159,C31H48O2,0
5601,M03161,C24H42O21,0
5602,M03162,C8H7NO2,0
5603,M03164,C6H12N2O3,0
5604,M03165,C7H14O7,0
5605,M03166,C7H13O10P,-2
5606,M03167,C6H14N2O6P,-1
5607,M03168,C24H34N7O18P3S,-4
5608,M03169,X,0
5609,M03170,X,0
5610,M01602,X,0
5611,Temp001,X,0
5612,M02392,X,0
5613,M03139,X,0
5614,M03140,X,0
5615,M03143,X,0
5616,HC10782,X,0
5617,HC10853,X,0
5618,HC12594,X,0
5619,phenol,C6H6O,0
5620,btn_co2,C17H26N4O5SX,-1
5621,acaadpdp,C8H12NO8P,-2
5622,acaadpsal,C8H12NO4,-1
5623,glycys,C5H10N2O3S,0
5624,plasmetha,C8H13NO7PR2,-1
5625,copre5b,C43H42CoN4O16,-8
5626,histl_L,C6H10N3O,1
5627,pre1,C41H38N4O16,-8
5628,myrstcaglc,C259H464O255P24,-24
5629,palmtcaglc,C263H472O255P24,-24
5630,sttcaglc,C267H480O255P24,-24
5631,ai15tcaglc,C261H468O255P24,-24
5632,ai17tcaglc,C265H476O255P24,-24
5633,i14tcaglc,C259H464O255P24,-24
5634,i15tcaglc,C261H468O255P24,-24
5635,i16tcaglc,C263H472O255P24,-24
5636,i17tcaglc,C265H476O255P24,-24
5637,pnp,C6H4NO3,-1
5638,rbflvrd,C17H22N4O6,0
5639,sttcaala_D,C195H336N24O135P24,0
5640,ai17tcaala_D,C193H332N24O135P24,0
5641,i17tcaala_D,C193H332O135N24P24,0
5642,hmgth,C11H18N3O7S,-1
5643,mmet,C6H14NO2S,1
5644,dhnacoa,C32H38N7O19P3S,-4
5645,myrstcaala_D,C187H320N24O135P24,0
5646,palmtcaala_D,C191H328O135N24P24,0
5647,ai15tcaala_D,C189H324N24O135P24,0
5648,i14tcaala_D,C187H320O135N24P24,0
5649,i15tcaala_D,C189H324O135N24P24,0
5650,i16tcaala_D,C191H328O135N24P24,0
5651,2mmal,C5H6O5,-2
5652,bbtcoa,C28H46N8O17P3S,-3
5653,12ethd,C2H6O2,0
5654,oxam,C2H2NO3,-1
5655,chlphyllide,C35H33N4O5Mg,0
5656,chloropha, differently, mostly occur in the free form and under light conditions act as photosensitizer
5657,mppp9,C34H31N4O4Mg,-1
5658,mppp9mme,C35H33N4O4Mg,-1
5659,hmppp9mme,C35H33N4O5Mg,-1
5660,oxomppp9mme,C35H31N4O5Mg,-1
5661,dvprotochloroph,C35H28N4O5Mg,-2
5662,protochloroph,C35H30MgN4O5,-1
5663,3cvobz,C10H6O5,-2
5664,ftz,C19H17N4O7,-1
5665,dhxft,C14H15O7,-1
5666,6adxft,C19H19N5O6,0
5667,2mmale,C5H4O4,-2
5668,e3mmal,C5H6O5,-2
5669,malylcoa,C25H36N7O20P3S,-4
5670,hicit,C7H7O7,-3
5671,hacon_C,C7H5O6,-3
5672,oxag,C7H5O7,-3
5673,2acamsucc,C7H7NO5,-2
5674,sbt_L,C6H14O6,0
5675,4hbald,C7H6O2,0
5676,dh6na,C11H7O4,-1
5677,aadpsae,C6H9NO3RS,-1
5678,hololys2,HRS,0
5679,l2aadipad,C16H22N6O10P,-1
5680,cdhxft,C14H13O7,-1
5681,citmal,C5H6O5,-2
5682,12dhchol,C24H37O5,-1
5683,3dhchol,C24H37O5,-1
5684,3dhcdchol,C24H37O4,-1
5685,3dhdchol,C24H37O4,-1
5686,3dhlchol,C24H37O3,-1
5687,7dhcdchol,C24H37O4,-1
5688,7dhchol,C24H37O5,-1
5689,ca24g,C30H47O11,-1
5690,ca3s,C24H38O8S,-2
5691,cdca24g,C30H47O10,-1
5692,cdca3g,C30H47O10,-1
5693,hyochol,C24H39O5,-1
5694,coprost,C27H48O,0
5695,dca24g,C30H47O10,-1
5696,dca3g,C30H47O10,-1
5697,dca3s,C24H38O7S,-2
5698,gca3s,C26H42NO9S,-1
5699,gcdca3s,C26H42NO8S,-1
5700,gdca3s,C26H42NO8S,-1
5701,gudca3s,C26H42NO8S,-1
5702,hca24g,C30H47O11,-1
5703,hca6g,C30H47O11,-1
5704,hdca24g,C30H47O10,-1
5705,hdca6g,C30H47O10,-1
5706,icdchol,C24H39O4,-1
5707,isochol,C24H39O5,-1
5708,lca24g,C30H47O9,-1
5709,lca3g,C30H47O9,-1
5710,lca3s,C24H38O6S,-2
5711,tca3s,C26H44NO10S2,-1
5712,tcdca3s,C26H44NO9S2,-1
5713,tdca3s,C26H43NO9S2,-2
5714,thyochol,C26H44NO7S,-1
5715,tudca3s,C26H44NO9S2,-1
5716,uchol,C24H39O5,-1
5717,udca3s,C24H38O7S,-2
5718,tacr,C44H69NO12,0
5719,12htacr,C44H69NO13,0
5720,13dmt,C43H67NO12,0
5721,1331tacr,C42H65NO12,0
5722,31dmt,C43H67NO12,0
5723,4ohmdz,C18H13ClFN3O,0
5724,14hmdz,C18H13ClFN3O2,0
5725,1ohmdz,C18H13ClFN3O,0
5726,15dmt,C43H67NO12,0
5727,1513tacr,C42H65NO12,0
5728,1531tacr,C42H65NO12,0
5729,1hibupglu_S,C19H25O9,-1
5730,1hibup_S,C13H17O3,-1
5731,1hmdgluc,C24H20ClFN3O7,-1
5732,mdz,C18H13ClFN3,0
5733,2hatvacid,C33H34FN2O6,-1
5734,2hatvlac,C33H33FN2O5,0
5735,2hatvacidgluc,C39H42FN2O12,-1
5736,atvacid,C33H34FN2O5,-1
5737,2hatvlacgluc,C39H40FN2O11,-1
5738,atvlac,C33H33FN2O4,0
5739,2hibupglu_S,C19H25O9,-1
5740,2hibup_R,C13H17O3,-1
5741,2hibup_S,C13H17O3,-1
5742,pvs,C23H35NaO7,0
5743,35dhpvs,C23H34NaO9,-1
5744,smv,C25H38O5,0
5745,35dsmv,C25H40O7,0
5746,3hibupglu_S,C19H25O9,-1
5747,3hibup_R,C13H17O3,-1
5748,3hibup_S,C13H17O3,-1
5749,3hlvst,C24H36O6,0
5750,3hlvstacid,C24H37O7,-1
5751,3hpvscoa,C44H67N7NaO24P3S,-3
5752,3hpvstetcoa,C40H58N7NaO21P3S,-4
5753,3hpvstet,C19H27NaO6,0
5754,3hpvs,C23H35NaO8,0
5755,3hsmv,C25H38O6,0
5756,3hsmvacid,C25H39O7,-1
5757,6hsmv,C25H38O6,0
5758,3ispvs,C23H35NaO7,0
5759,3ohacmp,C8H9NO3,0
5760,3meacmp,C9H11NO3,0
5761,acmp,C8H9NO2,0
5762,4bhglz,C15H20N3O4S,-1
5763,glz,C15H20N3O3S,-1
5764,4hatvacid,C33H34FN2O6,-1
5765,4hatvlac,C33H33FN2O5,0
5766,4hmdgluc,C24H20ClFN3O7,-1
5767,tripvs,C23H37NaO9,0
5768,56dhpvs,C23H35NaO9,0
5769,56eppvs,C23H35NaO8,0
5770,5ohfvs,C24H25FNNaO5,0
5771,5ohfvsglu,C30H32FNNaO11,-1
5772,fvs,C24H25FNNaO4,0
5773,6ahglz,C15H20N3O4S,-1
5774,6bhglz,C15H20N3O4S,-1
5775,6bhglzglc,C21H27N3O10S,-2
5776,6csmv,C25H35O7,-1
5777,6csmvacid,C25H36O8,-2
5778,6msmv,C25H36O5,0
5779,6epvs,C23H35NaO7,0
5780,6hlvst,C24H36O6,0
5781,6hlvstacid,C24H37O7,-1
5782,6hmsmv,C25H38O6,0
5783,6hmsmvacid,C25H39O7,-1
5784,6hsmvacid,C25H39O7,-1
5785,6melvst,C24H34O5,0
5786,6melvacid,C24H35O6,-1
5787,6ohfvsglu,C30H32FNNaO11,-1
5788,6ohfvs,C24H25FNNaO5,0
5789,7ahglz,C15H20N3O4S,-1
5790,7bhglz,C15H20N3O4S,-1
5791,7bhglzglc,C21H27N3O10S,-2
5792,7hpvs,C23H35NaO8,0
5793,allop,C5H4N4O,0
5794,acmpglu,C14H16NO8,-1
5795,acmpglut,C19H26N4O7S,0
5796,sulpacmp,C8H8NO5S,-1
5797,oxyp,C5H4N4O2,0
5798,am1csa,C62H111N11O13,0
5799,am19cs,C62H111N11O14,0
5800,am9csa,C62H111N11O13,0
5801,am1acs,C62H108N11O14,-1
5802,am1a4ncs,C61H106N11O14,-1
5803,am1ccs,C62H111N11O13,0
5804,am1accs,C62H108N11O14,-1
5805,am1alcs,C62H109N11O13,0
5806,am1c9cs,C62H111N11O14,0
5807,am1c4n9cs,C61H109N11O14,0
5808,csa,C62H111N11O12,0
5809,am1cglc,C68H118N11O19,-1
5810,am4n9cs,C61H109N11O13,0
5811,am4ncs,C61H109N11O12,0
5812,atvethgluc,C45H48FN2O17,-3
5813,atvacylgluc,C39H42FN2O11,-1
5814,atvlacgluc,C39H40FN2O10,-1
5815,caribupglu_S,C19H22O10,-2
5816,caribup_R,C13H14O4,-2
5817,caribup_s,C13H14O4,-2
5818,crglz,C15H17N3O5S,-2
5819,mhglz,C15H20N3O4S,-1
5820,crvsm1,C24H29FNNaO5,0
5821,crvsm24,C24H29FNNaO6,0
5822,crvsm23,C25H31FNNaO6,0
5823,crvs,C25H31FNNaO5,0
5824,crvsm22,C25H29FNNaO4,0
5825,cvm1gluc,C30H36FNNaO11,-1
5826,cvm23gluc,C31H38FNNaO12,-1
5827,crvsm31,C26H31FNNaO5,0
5828,csasulp,C62H110N11O15S,-1
5829,cysacmp,C11H14N2O4S,0
5830,meracmp,C13H15N2O5S,-1
5831,deoxfvs,C22H21FNNaO2,0
5832,desfvs,C21H19FNNaO4,0
5833,dhglz,C15H18N3O3S,-1
5834,dspvs,C18H23NaO5,0
5835,epoxtac,C41H63NO14,0
5836,fvstet,C17H13FNNaO2,0
5837,fvstetglu,C23H20FNNaO8,-1
5838,glc3meacp,C14H16NO9,-1
5839,gtacmp,C15H18NO8S,-1
5840,ibup_R,C13H17O2,-1
5841,ibup_S,C13H17O2,-1
5842,ibupgluc,C19H25O8,-1
5843,isolvstacid,C24H37O7,-1
5844,lst4exp,C22H19ClN6O2,-2
5845,lstn,C22H22ClN6O,-1
5846,lstn1gluc,C28H30ClN6O7,-1
5847,lstnm1,C22H22ClN6O2,-1
5848,lstnm2,C22H22ClN6O2,-1
5849,lstnm4,C28H27ClN6O8,-2
5850,lstnm5,C22H22ClN6O2,-1
5851,lstnm7,C28H30ClN6O7,-1
5852,lvst,C24H36O5,0
5853,mdzglc,C24H21ClFN3O6,-1
5854,ndersv,C42H48CaF2N6O12S2,-2
5855,nfd,C17H18N2O6,0
5856,nfdac,C16H13N2O6,-1
5857,nfdlac,C16H12N2O6,0
5858,nfdnpy,C17H16N2O6,0
5859,nfdoh,C16H13N2O7,-1
5860,oxy1rb,C10H12N4O7,0
5861,oxy7rb,C10H12N4O7,0
5862,profvs,C18H16FNNaO2,0
5863,ptvst,C50H46CaF2N2O8,0
5864,ptvstlac,C50H44CaF2N2O6,2
5865,ptvstm3,C50H42CaF2N2O8,0
5866,pvsgluc,C29H42NaO13,-1
5867,rsv,C44H54CaF2N6O12S2,0
5868,rsvlac,C44H52CaF2N6O10S2,2
5869,s3meacmp,C8H8NO6S,-1
5870,smvacid,C25H39O6,-1
5871,stacmp,C9H10NO5S2,-1
5872,tauribup_S,C15H22NO4S,-1
5873,thrfvs,C24H25FNNaO4,0
5874,tlacfvs,C24H23FNNaO3,0
5875,tmd,C16H19N4O3S,-1
5876,tmdm1,C16H19N4O4S,-1
5877,tmdm3,C16H19N4O4S,-1
5878,tmdm5,C16H16N4O5S,-2
5879,tsacmgluc,C15H18NO9S,-1
5880,tsacmsul,C9H10NO6S2,-1
5881,fvsgluc,C30H32FNNaO10,-1
5882,tmacmp,C9H11NO2S,0
5883,ibupcoa_R,C34H48N7O17P3S,-4
5884,ibupcoa_S,C34H48N7O17P3S,-4
5885,lvstacid,C24H37O6,-1
5886,udprib,C14H20N2O17P2,-2
5887,fvscoa,C45H56FN8NaO19P3S,-4
5888,profvscoa,C37H42FN8NaO17P3S,-4
5889,ptvstgluc,C62H62CaF2N2O20,0
5890,ptvstm13,C50H46CaF2N2O10,0
5891,rsvgluc,C56H70CaF2N6O24S2,0
5892,simvgluc,C31H47O12,-1
5893,thsacmp,C9H11NO3S,0
5894,napqi,C8H7NO2,0
5895,protein,,0
5896,7ocholate,C24H37O5,0
5897,adchac,C24H39O4,0
5898,alchac,C24H39O3,0
5899,3dhcacoa,C45H68N7O20P3S,0
5900,3dhcdcacoa,C45H68N7O19P3S,0
5901,udoholcoa,C45H70N7O19P3S,0
5902,3dhudcacoa,C45H68N7O19P3S,0
5903,3dh4cacoa,C45H66N7O20P3S,0
5904,3dh4cdcacoa,C45H66N7O19P3S,0
5905,3dh4udcacoa,C45H66N7O19P3S,0
5906,3dh4chol,C24H35O5,0
5907,3dh46dchol,C24H33O4,0
5908,3dh4cdchol,C24H35O4,0
5909,3dh46lchol,C24H33O3,0
5910,3dh4udchol,C24H35O4,0
5911,3dh4dchol,C24H35O4,0
5912,3dhadchol,C24H37O4,0
5913,3dh4lchol,C24H35O3,0
5914,3dhalchol,C24H37O3,0
5915,MGlcn100,C61H99N5O43X,0
5916,MGlcn100_rl,C61H100N5O44,0
5917,MGlcn101,C69H112N6O48X,0
5918,MGlcn101_rl,C69H113N6O49,0
5919,MGlcn102,C80H128N7O56X,0
5920,MGlcn102_rl,C80H129N7O57,0
5921,MGlcn103,C88H141N8O61X,0
5922,MGlcn103_rl,C88H142N8O62,0
5923,MGlcn104,C46H77N2O34X,0
5924,MGlcn104_rl,C46H78N2O35,0
5925,MGlcn105,C46H77N2O34X,0
5926,MGlcn105_rl,C46H78N2O35,0
5927,MGlcn106,C54H90N3O39X,0
5928,MGlcn106_rl,C54H91N3O40,0
5929,MGlcn107,C54H90N3O39X,0
5930,MGlcn107_rl,C54H91N3O40,0
5931,MGlcn108,C42H70N3O29X,0
5932,MGlcn108_rl,C42H71N3O30,0
5933,MGlcn109,C36H60N3O25X,0
5934,MGlcn109_rl,C36H61N3O26,0
5935,MGlcn10,C44H69N4O31X,0
5936,MGlcn10_rl,C44H70N4O32,0
5937,MGlcn110,C36H60N3O25X,0
5938,MGlcn110_rl,C36H61N3O26,0
5939,MGlcn111,C34H57N2O25X,0
5940,MGlcn111_rl,C34H58N2O26,0
5941,MGlcn112,C34H57N2O25X,0
5942,MGlcn112_rl,C34H58N2O26,0
5943,MGlcn113,C42H70N3O30X,0
5944,MGlcn113_rl,C42H71N3O31,0
5945,MGlcn114,C40H67N2O30X,0
5946,MGlcn114_rl,C40H68N2O31,0
5947,MGlcn115,C48H80N3O35X,0
5948,MGlcn115_rl,C48H81N3O36,0
5949,MGlcn116,C33H53N3O23X,0
5950,MGlcn116_rl,C33H54N3O24,0
5951,MGlcn117,C39H63N3O28X,0
5952,MGlcn117_rl,C39H64N3O29,0
5953,MGlcn118,C53H86N4O37X,0
5954,MGlcn118_rl,C53H87N4O38,0
5955,MGlcn119,C53H86N4O37X,0
5956,MGlcn119_rl,C53H87N4O38,0
5957,MGlcn120,C47H76N4O33X,0
5958,MGlcn120_rl,C47H77N4O34,0
5959,MGlcn121,C61H99N5O42X,0
5960,MGlcn121_rl,C61H100N5O43,0
5961,MGlcn122,C61H99N5O42X,0
5962,MGlcn122_rl,C61H100N5O43,0
5963,MGlcn123,C55H89N5O38X,0
5964,MGlcn123_rl,C55H90N5O39,0
5965,MGlcn124,C55H89N5O38X,0
5966,MGlcn124_rl,C55H90N5O39,0
5967,MGlcn126,C61H99N5O43X,0
5968,MGlcn126_rl,C61H100N5O44,0
5969,MGlcn127,C75H122N6O52X,0
5970,MGlcn127_rl,C75H123N6O53,0
5971,MGlcn128,C75H122N6O52X,0
5972,MGlcn128_rl,C75H123N6O53,0
5973,MGlcn129,C75H122N6O52X,0
5974,MGlcn129_rl,C75H123N6O53,0
5975,MGlcn12,C22H37N2O15X,0
5976,MGlcn12_rl,C22H38N2O16,0
5977,MGlcn130,C69H112N6O48X,0
5978,MGlcn130_rl,C69H113N6O49,0
5979,MGlcn131,C69H112N6O48X,0
5980,MGlcn131_rl,C69H113N6O49,0
5981,MGlcn132,C69H112N6O48X,0
5982,MGlcn132_rl,C69H113N6O49,0
5983,MGlcn133,C83H135N7O57X,0
5984,MGlcn133_rl,C83H136N7O58,0
5985,MGlcn134,C83H135N7O57X,0
5986,MGlcn134_rl,C83H136N7O58,0
5987,MGlcn135,C77H125N7O53X,0
5988,MGlcn135_rl,C77H126N7O54,0
5989,MGlcn136,C77H125N7O53X,0
5990,MGlcn136_rl,C77H126N7O54,0
5991,MGlcn137,C34H57N2O24X,0
5992,MGlcn137_rl,C34H58N2O25,0
5993,MGlcn138,C34H57N2O24X,0
5994,MGlcn138_rl,C34H58N2O25,0
5995,MGlcn139,C34H57N2O24X,0
5996,MGlcn139_rl,C34H58N2O25,0
5997,MGlcn13,C30H50N3O20X,0
5998,MGlcn13_rl,C30H51N3O21,0
5999,MGlcn140,C34H57N2O24X,0
6000,MGlcn140_rl,C34H58N2O25,0
6001,MGlcn141,C28H47N2O19X,0
6002,MGlcn141_rl,C28H48N2O20,0
6003,MGlcn142,C28H47N2O19X,0
6004,MGlcn142_rl,C28H48N2O20,0
6005,MGlcn143,C28H47N2O19X,0
6006,MGlcn143_rl,C28H48N2O20,0
6007,MGlcn144,C28H47N2O19X,0
6008,MGlcn144_rl,C28H48N2O20,0
6009,MGlcn145,C34H57N2O23X,0
6010,MGlcn145_rl,C34H58N2O24,0
6011,MGlcn146,C34H57N2O23X,0
6012,MGlcn146_rl,C34H58N2O24,0
6013,MGlcn147,C33H53N3O23X,0
6014,MGlcn147_rl,C33H54N3O24,0
6015,MGlcn148,C22H37N2O15X,0
6016,MGlcn148_rl,C22H38N2O16,0
6017,MGlcn149,C36H60N3O24X,0
6018,MGlcn149_rl,C36H61N3O25,0
6019,MGlcn14,C36H60N3O25X,0
6020,MGlcn14_rl,C36H61N3O26,0
6021,MGlcn150,C41H66N4O28X,0
6022,MGlcn150_rl,C41H67N4O29,0
6023,MGlcn151,C41H66N4O28X,0
6024,MGlcn151_rl,C41H67N4O29,0
6025,MGlcn152,C52H82N5O36X,0
6026,MGlcn152_rl,C52H83N5O37,0
6027,MGlcn153,C30H50N3O20X,0
6028,MGlcn153_rl,C30H51N3O21,0
6029,MGlcn154,C30H50N3O20X,0
6030,MGlcn154_rl,C30H51N3O21,0
6031,MGlcn155,C36H60N3O24X,0
6032,MGlcn155_rl,C36H61N3O25,0
6033,MGlcn156,C30H50N3O20X,0
6034,MGlcn156_rl,C30H51N3O21,0
6035,MGlcn157,C40H67N2O28X,0
6036,MGlcn157_rl,C40H68N2O29,0
6037,MGlcn158,C28H47N2O20X,0
6038,MGlcn158_rl,C28H48N2O21,0
6039,MGlcn159,C28H47N2O20X,0
6040,MGlcn159_rl,C28H48N2O21,0
6041,MGlcn15,C50H83N4O34X,0
6042,MGlcn15_rl,C50H84N4O35,0
6043,MGlcn160,C28H47N2O20X,0
6044,MGlcn160_rl,C28H48N2O21,0
6045,MGlcn161,C42H70N3O29X,0
6046,MGlcn161_rl,C42H71N3O30,0
6047,MGlcn162,C67H109N5O47X,0
6048,MGlcn162_rl,C67H110N5O48,0
6049,MGlcn163,NULL,released mucin-type O-glycan No 3
6167,MGlcn40,C48H80N3O33X,0
6168,MGlcn40_rl,C48H81N3O34,0
6169,MGlcn41,C50H83N4O34X,0
6170,MGlcn41_rl,C50H84N4O35,0
6171,MGlcn42,C52H87N2O38X,0
6172,MGlcn42_rl,C52H88N2O39,0
6173,MGlcn45,C28H47N2O20X,0
6174,MGlcn45_rl,C28H48N2O21,0
6175,MGlcn46,C28H47N2O20X,0
6176,MGlcn46_rl,C28H48N2O21,0
6177,MGlcn47,C42H70N3O29X,0
6178,MGlcn47_rl,C42H71N3O30,0
6179,MGlcn48,C25H40N2O18X,0
6180,MGlcn48_rl,C25H41N2O19,0
6181,MGlcn4,C47H76N4O33X,0
6182,MGlcn4_rl,C47H77N4O34,0
6183,MGlcn50,C31H50N2O22X,0
6184,MGlcn50_rl,C31H51N2O23,0
6185,MGlcn51,C33H53N3O23X,0
6186,MGlcn51_rl,C33H54N3O24,0
6187,MGlcn53,C39H63N3O28X,0
6188,MGlcn53_rl,C39H64N3O29,0
6189,MGlcn55,C54H90N3O38X,0
6190,MGlcn55_rl,C54H91N3O39,0
6191,MGlcn56,C60H100N3O43X,0
6192,MGlcn56_rl,C60H101N3O44,0
6193,MGlcn57,C58H96N5O40X,0
6194,MGlcn57_rl,C58H97N5O41,0
6195,MGlcn58,C58H96N5O40X,0
6196,MGlcn58_rl,C58H97N5O41,0
6197,MGlcn59,C86H138N7O60X,0
6198,MGlcn59_rl,C86H139N7O61,0
6199,MGlcn5,C55H89N5O38X,0
6200,MGlcn5_rl,C55H90N5O39,0
6201,MGlcn60,C86H138N7O60X,0
6202,MGlcn60_rl,C86H139N7O61,0
6203,MGlcn61,C64H106N5O44X,0
6204,MGlcn61_rl,C64H107N5O45,0
6205,MGlcn62,C64H106N5O44X,0
6206,MGlcn62_rl,C64H107N5O45,0
6207,MGlcn63,C64H102N5O45X,0
6208,MGlcn63_rl,C64H103N5O46,0
6209,MGlcn64,C67H109N5O47X,0
