PubSEED Abreviation	VMH Abbreviation	VMH Description	VMH Formula
	EX_doh_etr_glc(e)	Etravarine Dihydroxylated Glucuronide exchange	doh_etr_glc[e] <=>
	EX_doh_vcz(e)	Dihydroxyvoriconazole exchange	doh_vcz[e] <=>
	EX_doh_vcz_glc(e)	Dihydroxyvoriconazole Glucuronide exchange	doh_vcz_glc[e] <=>
	EX_dopa(e)	Exchange of Dopamine	dopa[e] <=
	EX_dxo(e)	Dextrorphan exchange	dxo[e] <=>
	EX_dxo_glc(e)	Dextrorphan O-Glucuronide exchange	dxo_glc[e] <=>
	EX_efv(e)	Efavirenz exchange	efv[e] <=>
	EX_efv_glc(e)	Efavirenz Glucuronide exchange	efv_glc[e] <=>
	EX_eltr(e)	Eltrombopag exchange	eltr[e] <=>
	EX_eltr_glc(e)	Eltrombopag Glucuronide (M2) exchange	eltr_glc[e] <=>
	EX_eltr_m3(e)	Eltrombopag M3 (Glucuronide Conjugate) exchange	eltr_m3[e] <=>
	EX_eltr_m4(e)	Eltrombopag M4 (Glucuronide Conjugate) exchange	eltr_m4[e] <=>
	EX_eztmb(e)	Ezetimibe exchange	eztmb[e] <=>
	EX_eztmb_glc(e)	Ezetimibe Glucuronide exchange	eztmb_glc[e] <=>
	EX_estroneglc(e)	Estrone-3-glucuronide exchange	estroneglc[e] <=>
	EX_estrone(e)	Estrone exchange	estrone[e] <=>
	EX_estradiolglc(e)	Estradiol-17-glucuronide exchange	estradiolglc[e] <=>
	EX_estradiol(e)	Estradiol exchange	estradiol[e] <=>
	EX_estriolglc(e)	Estriol-16-glucuronide exchange	estriolglc[e] <=>
	EX_estriol(e)	estriol exchange	estriol[e] <=>
	EX_regfnb_glc(e)	Regorafenib-glucuronide exchange	regfnb_glc[e] <=>
	EX_regfnb(e)	Regorafenib exchange	regfnb[e] <=>
	EX_fcsn(e)	5-Fluorocytosine exchange	fcsn[e] <=>
	EX_fol(e)	Exchange of Folate	fol[e] <=> 
	EX_fru(e)	Exchange of D-Fructose	fru[e] <=>
	EX_fvs(e)	fluvastatin exchange	fvs[e] <=>
	EX_fvsgluc(e)	fluvstatin-glucuronide exchange	fvsgluc[e] <=>
	EX_fvstet(e)	des-isopropyl-dihydro-fluvastatin-tetranor exchange	fvstet[e] <=>
	EX_fvstetglu(e)	des-isopropyl-dihydro-fluvastatin-tetranor-glucuronide exchange	fvstetglu[e] <=>
	EX_gal(e)	Exchange of D-Galactose	gal[e] <=>
	EX_lactl(e)	Lactulose exchange	lactl[e] <=>
	EX_gchola(e)	Glycocholate exchange	gchola[e]  <=> 
	EX_gchola(e)	Glycocholate exchange	gchola[e]  <=> 
	EX_gchola(e)	Glycocholate exchange	gchola[e] <=>
	EX_glc3meacp(e)	glucuronide-conjugate of 3-methoxy-acetaminophen exchange	glc3meacp[e] <=>
	EX_glcur(e)	Exchange of D-Glucuronate	glcur[e] <=>
	EX_gln_L(e)	Exchange of L-Glutamine	gln_L[e] <=> 
	EX_gltmn(e)	Galantamine exchange	gltmn[e] <=>
	EX_gltmn_glc(e)	Galantamine Glucuronide exchange	gltmn_glc[e] <=>
	EX_gly(e)	exchange reaction for Glycine	gly[e] <=>
	EX_gly(e)	exchange reaction for Glycine	gly[e] <=>
	EX_gly(e)	Exchange of Glycine	gly[e] <=> 
	EX_gmfl(e)	Gemfibrozil exchange	gmfl[e] <=>
	EX_gmfl_glc(e)	Gemfibrozil 1-O-Beta-Glucuronide exchange	gmfl_glc[e] <=>
	EX_gmfl_mI(e)	Gemfibrozil M1 (4-Ring Hydroxylated Metabolite) exchange	gmfl_mI[e] <=>
	EX_gmfl_mI_glc(e)	M1 Glucuronide exchange	gmfl_mI_glc[e] <=>
	EX_gmfl_mII(e)	Gemfibrozil M2 (Benzyl Alcohol Metabolite) exchange	gmfl_mII[e] <=>
	EX_gmfl_mII_glc(e)	M2 Glucuronide exchange	gmfl_mII_glc[e] <=>
	EX_gmfl_mIII(e)	Gemfibrozil M3 (Benzoic Acid Metabolite) exchange	gmfl_mIII[e] <=>
	EX_gmfl_mIII_glc(e)	M3 Glucuronide exchange	gmfl_mIII_glc[e] <=>
	EX_gtacmp(e)	glucuronide-thiomethyl-acetaminophen conjugate exchange	gtacmp[e] <=>
	EX_h(e)	exchange reaction for proton	h[e] <=>
	EX_h(e)	Exchange of Proton	h[e] <=> 
	EX_h2o(e)	Exchange of Water	h2o[e] <=>
	EX_h2o(e)	H2O exchange	h2o[e] <=>
	EX_HC02191(e)	lithocholate exchange	HC02191[e] <=>
	EX_HC02194(e)	Ursodiol exchange	HC02194[e] <=>
	EX_his_L(e)	Exchange of L-Histidine	his_L[e] <=> 
	EX_hst(e)	Hesperetin exchange	hst[e] <=>
	EX_hst_3_glc(e)	Hesperetin 3-O-Glucuronide (Aglycone Of Hesperidin) exchange	hst_3_glc[e] <=>
	EX_hst_3_s(e)	Hesperetin 3-O-Sulfate exchange	hst_3_s[e] <=>
	EX_hst_37_diglc(e)	Hesperetin 3 7-Diglucuronide exchange	hst_37_diglc[e] <=>
	EX_hst_3glc_7s(e)	Hesperetin 3-O-Glucuronide 7-Sulfate exchange	hst_3glc_7s[e] <=>
	EX_hst_7_glc(e)	Hesperetin 7-O-Glucuronide (Aglycone Of Hesperidin) exchange	hst_7_glc[e] <=>
	EX_hst_7_s(e)	Hesperetin 7-O-Sulfate exchange	hst_7_s[e] <=>
	EX_hst_7glc_3s(e)	Hesperetin 7-O-Glucuronide 3-Sulfate exchange	hst_7glc_3s[e] <=>
	EX_ibup_S(e)	ibuprofen-S exchange	ibup_S[e] <=>
	EX_ibupgluc(e)	ibuprofen acyl glucuronide exchange	ibupgluc[e] <=>
	EX_icdchol(e)	Isochenodeoxycholate exchange	icdchol[e] <=>
	EX_ichor(e)	Exchange of Isochorismate	ichor[e] <=>
	EX_ile_L(e)	Exchange of L-Isoleucine 	ile_L[e] <=> 
	EX_imn(e)	Indomethacin exchange	imn[e] <=>
	EX_imn_glc(e)	Indomethacin Glucuronide exchange	imn_glc[e] <=>
	EX_ind3ppa(e)	Indole-3-propionate exchange	ind3ppa[e] <=>
	EX_inv(e)	Indinavir exchange	inv[e] <=>
	EX_inv_m1(e)	Indanyl Glucuronide M1 exchange	inv_m1[e] <=>
	EX_isnzd(e)	Isoniazid exchange	isnzd[e] <=>
	EX_isochol(e)	Isocholate exchange	isochol[e] <=>
	EX_isosorbide_5mn(e)	Isosorbide 5-Mononitrate exchange	isosorbide_5mn[e] <=>
	EX_isosorbide_5mn_glc(e)	Isosorbide 5-Mononitrate 2-Beta-D-Glucuronide exchange	isosorbide_5mn_glc[e] <=>
	EX_kprofen(e)	Ketoprofen (2-(3-Benzoylphenyl)Propionic Acid) exchange	kprofen[e] <=>
	EX_kprofen_glc(e)	Ketoprofen Glucuronide exchange	kprofen_glc[e] <=>
	EX_leu_L(e)	Exchange of L-Leucine 	leu_L[e] <=> 
	EX_lst4exp(e)	Losartan-E3174/ losartan-M6 exchange	lst4exp[e] <=>
	EX_lstn(e)	Losartan exchange	lstn[e] <=>
	EX_lstn1gluc(e)	Losartan-N1-glucuronide exchange	lstn1gluc[e] <=>
	EX_lstnm4(e)	Losartan-M4 (glucuronide derivative) exchange	lstnm4[e] <=>
	EX_lstnm7(e)	Losartan-N2-glucuronide / Losartan-M7 exchange	lstnm7[e] <=>
	EX_lys_L(e)	Exchange of L-Lysine 	lys_L[e] <=> 
	EX_mdz(e)	Midazolam exchange	mdz[e] <=>
	EX_mdz_glc(e)	Midazolam Glucuronide exchange	mdz_glc[e] <=>
	EX_mdzglc(e)	Midazolam-glucuronide exchange	mdzglc[e] <=>
	EX_met_L(e)	Exchange of L-Methionine 	met_L[e] <=> 
	EX_miso(e)	Misonidazole exchange	miso[e] <=>
	EX_miso_glc(e)	Misonidazole Glucuronide exchange	miso_glc[e] <=>
	EX_mrphn(e)	Morphine exchange	mrphn[e] <=>
	EX_mrphn_3glc(e)	Morphine 3-Glucuronide exchange	mrphn_3glc[e] <=>
	EX_mrphn_6glc(e)	Morphine 6-Glucuronide exchange	mrphn_6glc[e] <=>
	EX_mtym(e)	m-tyramine exchange	mtym[e] <=>
	EX_mtz(e)	Metronidazole exchange	mtz[e] <=>
	EX_mtz_glc(e)	Metronidazole Beta-D-Glucuronide exchange	mtz_glc[e] <=>
	EX_N_oh_phtn(e)	N-Hydroxylated Phenacetin exchange	N_oh_phtn[e] <=>
	EX_N_oh_phtn_glc(e)	N-Hydroxylated Phenacetin Glucuronide exchange	N_oh_phtn_glc[e] <=>
	EX_n2(e)	Nitrogen exchange	n2[e] <=>
	EX_n2o(e)	Nitrous oxide exchange	n2o[e] <=>
	EX_na1(e)	Exchange of Sodium	na1[e] <=> 
	EX_nac(e)	Exchange of Nicotinate 	nac[e] <=> 
	EX_nchlphncl(e)	Nitrosochloramphenicol exchange	nchlphncl[e] <=>
	EX_neopront(e)	Neoprontosil exchange	neopront[e] <=>
	EX_nh4(e)	Exchange of Ammonia	nh4[e] <=>
	EX_nmn(e)	Exchange of Nicotinamide riboside	nmn[e] <=>
	EX_no(e)	Exchange of Nitric Oxide	no[e] <=>
	EX_no2(e)	Exchange of Nitrite	no2[e] <=>
	EX_no3(e)	Nitrate exchange	no3[e] <=>
	EX_nsldp_m5(e)	Nisoldipine (M5) exchange	nsldp_m5[e] <=>
	EX_nsldp_m5_glc(e)	Nisoldipine (M5) Glucuronide exchange	nsldp_m5_glc[e] <=>
	EX_nverp(e)	Norverapamil exchange	nverp[e] <=>
	EX_nverp_glc(e)	Norverapamil Glucuronide exchange	nverp_glc[e] <=>
	EX_nzp(e)	Nitrazepam  Benzalin  Neozepam exchange	nzp[e] <=>
	EX_o2(e)	Exchange of Oxugen	o2[e] <=>
	EX_odsm_egltmn(e)	O-Desmethylepigalantamine exchange	odsm_egltmn[e] <=>
	EX_odsm_egltmn_glc(e)	O-Desmethylepigalantamine Glucuronide exchange	odsm_egltmn_glc[e] <=>
	EX_odsm_gltmn(e)	O-Desmethylgalantamine exchange	odsm_gltmn[e] <=>
	EX_odsm_gltmn_glc(e)	O-Desmethylgalantamine Glucuronide exchange	odsm_gltmn_glc[e] <=>
	EX_oh_etr(e)	Etravarine Monohydroxylated (M1  M2  M3) exchange	oh_etr[e] <=>
	EX_oh_etr_glc(e)	Etravarine Monohydroxylated Glucuronide (M7) exchange	oh_etr_glc[e] <=>
	EX_oh_pbl(e)	P-Hydroxyphenobarbital exchange	oh_pbl[e] <=>
	EX_oh_pbl_glc(e)	Phenobarbital O-Glucuronide exchange	oh_pbl_glc[e] <=>
	EX_olsa(e)	Olsalazine exchange	olsa[e] <=>
	EX_orn(e)	Exchange of Ornithine 	orn[e] <=> 
	EX_pcresol(e)	P-Cresol Exchange	pcresol[e] <=>
	EX_phe_L(e)	Exchange of L-Phenylalanine	phe_L[e] <=> 
	EX_phppa(e)	3-(3-Hydroxyphenyl)Propionate exchange	phppa[e] <=>
	EX_phppa_glc(e)	3-(3-hydroxyphenyl)propionate glucuronide exchange	phppa_glc[e] <=>
	EX_phtn_glc(e)	Phenacetin Glucuronide exchange	phtn_glc[e] <=>
	EX_pi(e)	Exchange of Phosphate	pi[e] <=>
	EX_pnto_R(e)	Exchange of (R)-Pantothenate 	pnto_R[e] <=> 
	EX_pro_L(e)	Exchange of L-Proline 	pro_L[e] <=> 
	EX_prob(e)	Probenecid exchange	prob[e] <=>
	EX_prob_glc(e)	Probenecid Acyl Beta-D-Glucuronide exchange	prob_glc[e] <=>
	EX_pront(e)	Prontosil exchange	pront[e] <=>
	EX_pront_glc(e)	Prontosil Glucuronide exchange	pront_glc[e] <=>
	EX_propl(e)	Propranolol exchange	propl[e] <=>
	EX_propl_glc(e)	Propranolol Glucuronide exchange	propl_glc[e] <=>
	EX_prx_mI(e)	Paroxetine Mi exchange	prx_mI[e] <=>
	EX_prx_mI_glc(e)	Paroxetine Mi Glucuronide exchange	prx_mI_glc[e] <=>
	EX_prx_mII(e)	Paroxetine Mii exchange	prx_mII[e] <=>
	EX_prx_mII_glc(e)	Paroxetine Mii Glucuronide exchange	prx_mII_glc[e] <=>
	EX_ptvst(e)	pitavastatin exchange	ptvst[e] <=>
	EX_ptvstgluc(e)	pitavastatin-glucuronide exchange	ptvstgluc[e] <=>
	EX_ptvstlac(e)	Exchange of Pitavastatin-Lactone	ptvstlac[e] <=>
	EX_pvs(e)	pravastatin exchange	pvs[e] <=>
	EX_pvsgluc(e)	pravastatin glucuronide exchange	pvsgluc[e] <=>
	EX_pydxn(e)	Exchange of Pyridoxine	pydxn[e] <=> 
	EX_R_6oh_warf(e)	R-6-Hydroxywarfarin exchange	R_6oh_warf[e] <=>
	EX_R_6oh_warf_glc(e)	R-6-Hydroxywarfarin Glucuronate exchange	R_6oh_warf_glc[e] <=>
	EX_R_7oh_warf(e)	R-7-Hydroxywarfarin exchange	R_7oh_warf[e] <=>
	EX_R_7oh_warf_glc(e)	R-7-Hydroxy Warfarin Glucuronate exchange	R_7oh_warf_glc[e] <=>
	EX_R_8oh_warf(e)	R-8-Hydroxywarfarin exchange	R_8oh_warf[e] <=>
	EX_R_8oh_warf_glc(e)	R-8-Hydroxywarfarin Glucuronate exchange	R_8oh_warf_glc[e] <=>
	EX_r406(e)	R406 exchange	r406[e] <=>
	EX_r406(e)	R406 exchange	r406[e] <=>
	EX_r406_glc(e)	Lactam N-Glucuronide Of R406 exchange	r406_glc[e] <=>
	EX_r529(e)	R529 exchange	r529[e] <=>
	EX_r529_glc(e)	Glucuronide R529 exchange	r529_glc[e] <=>
	EX_r788(e)	R788 (Fostamatinib) exchange	r788[e] <=>
	EX_rbflvrd(e)	Reduced riboflavin exchange	rbflvrd[e] <=>
	EX_rep(e)	Repaglinide exchange	rep[e] <=>
	EX_rep_glc(e)	Repaglinide Acyl-Beta-D-Glucuronide exchange	rep_glc[e] <=>
	EX_ribflv(e)	Exchange of Riboflavin	ribflv[e] <=> 
	EX_rpn_104557(e)	SKF 104557  (N-Despropyl Ropinirole) exchange	rpn_104557[e] <=>
	EX_rpn_104557_cb_glc(e)	SKF 104557 Carbamyl Glucuronide exchange	rpn_104557_cb_glc[e] <=>
	EX_rpn_96990(e)	SKF 96990 exchange	rpn_96990[e] <=>
	EX_rpn_96990_glc(e)	SKF 96990 Glucuronide exchange	rpn_96990_glc[e] <=>
	EX_rpn_oh(e)	Hydroxy Ropinirole exchange	rpn_oh[e] <=>
	EX_rpn_oh_glc(e)	SKF 89124 Glucuronide exchange	rpn_oh_glc[e] <=>
	EX_rsv(e)	rosuvastatin exchange	rsv[e] <=>
	EX_rsvgluc(e)	rosuvastatin-glucuronide exchange	rsvgluc[e] <=>
	EX_S_4oh_warf(e)	S-4-Hydroxywarfarin exchange	S_4oh_warf[e] <=>
	EX_S_4oh_warf_glc(e)	S-4-Hydroxywarfarin Glucuronate exchange	S_4oh_warf_glc[e] <=>
	EX_S_6oh_warf(e)	S-6-Hydroxywarfarin exchange	S_6oh_warf[e] <=>
	EX_S_6oh_warf_glc(e)	S-6-Hydroxywarfarin Glucuronate exchange	S_6oh_warf_glc[e] <=>
	EX_sanilamide(e)	Sulfanilamide exchange	sanilamide[e] <=>
	EX_sb_611855(e)	Sb-611855 (Intermediate Of M3) exchange	sb_611855[e] <=>
	EX_sb_y(e)	Sb_Y (Intermediate Of M4) exchange	sb_y[e] <=>
	EX_sbzcoa(e)	Exchange of O-Succinylbenzoyl-CoA	sbzcoa[e] <=>
	EX_sch_488128(e)	SCH 488128 exchange	sch_488128[e] <=>
	EX_sch_57871(e)	SCH 57871 exchange	sch_57871[e] <=>
	EX_sch_57871_glc(e)	SCH 57871 Glucuronide exchange	sch_57871_glc[e] <=>
	EX_sel(e)	Exchange of Selenate	sel[e] <=>
	EX_selni(e)	Selenite exchange	selni[e] <=>
	EX_ser_L(e)	Exchange of L-Serine	ser_L[e] <=> 
	EX_sfnd_1689(e)	Nw 1689 (N-Dealkylated Safinamide) exchange	sfnd_1689[e] <=>
	EX_sfnd_1689_glc(e)	Nw 1689 Acyl Glucuronide exchange	sfnd_1689_glc[e] <=>
	EX_sftz(e)	Sulfathiazole exchange	sftz[e] <=>
	EX_sftz_glc(e)	Sulfathiazole Glucuronide exchange	sftz_glc[e] <=>
	EX_simvgluc(e)	simvastatin-acyl-glucuronide exchange	simvgluc[e] <=>
	EX_smap(e)	2-Sulfamoylacetylphenol exchange	smap[e] <=>
	EX_smap_glc(e)	2-Sulfamoylacetylphenol Glucuronide exchange	smap_glc[e] <=>
	EX_smvacid(e)	simvastatin dihydroxy acid form exchange	smvacid[e] <=>
	EX_sn38(e)	SN-38 (active metabolite of irinotecan) exchange	sn38[e] <=>
	EX_sn38g(e)	SN38 glucuronide exchange	sn38g[e] <=>
	EX_spz(e)	Sulfinpyrazone exchange	spz[e] <=>
	EX_spz_glc(e)	Sulfinpyrazone Glucuronide exchange	spz_glc[e] <=>
	EX_spz_sfn(e)	Sulfinpyrazone Sulfone exchange	spz_sfn[e] <=>
	EX_spz_sfn_glc(e)	Sulfinpyrazone Sulfone Glucuronide exchange	spz_sfn_glc[e] <=>
	EX_srv(e)	Sorivudine exchange	srv[e] <=>
	EX_ssz(e)	Sulfasalazine exchange	ssz[e] <=>
	EX_stg(e)	Sitagliptin exchange	stg[e] <=>
	EX_stg_m3(e)	Sitagliptin M3 (Ether Glucuronide Conjugate Of A Hydroxylated Derivative) exchange	stg_m3[e] <=>
	EX_stg_m4(e)	Sitagliptin M4 (N-Carbomyl Glucuronide Conjugate) exchange	stg_m4[e] <=>
	EX_sucbz(e)	Exchange of O-Succinylbenzoate	sucbz[e] <=>
	EX_sulfp(e)	Sulfapyridine exchange	sulfp[e] <=>
	EX_tab(e)	1 2 4-Triaminobenzene exchange	tab[e] <=>
	EX_tat(e)	N-(2-Methyl-3-Chlorophenyl)-Anthranilic Acid exchange	tat[e] <=>
	EX_taur(e)	Taurine exchange	taur[e] <=>
	EX_taur(e)	Taurine exchange	taur[e] <=>
	EX_tchola(e)	Taurocholate exchange	tchola[e]  <=> 
	EX_tchola(e)	Taurocholic acid exchange	tchola[e] <=>
	EX_tchola(e)	Taurocholic acid exchange	tchola[e] <=>
	EX_tdchola(e)	taurochenodeoxycholate exchange	tdchola[e] <=>
	EX_tdchola(e)	taurochenodeoxycholate exchange	tdchola[e] <=>
	EX_tgz(e)	Troglitazone exchange	tgz[e] <=>
	EX_tgz_glc(e)	Troglitazone Glucuronide exchange	tgz_glc[e] <=>
	EX_thm(e)	Exchange of Thiamin	thm[e] <=> 
	EX_thsacmp(e)	thiomethyl-sulphoxide-conjugate-acetaminophen exchange	thsacmp[e] <=>
	EX_tlf_a(e)	Tolfenamic Acid exchange	tlf_a[e] <=>
	EX_tlf_a_1a(e)	Tolfenamic Acid 1A exchange	tlf_a_1a[e] <=>
	EX_tlf_a_1b(e)	Tolfenamic Acid 1B exchange	tlf_a_1b[e] <=>
	EX_tlf_a_1x(e)	Tolfenamic Acid 1X exchange	tlf_a_1x[e] <=>
	EX_tlf_a_2(e)	Tolfenamic Acid 2 exchange	tlf_a_2[e] <=>
	EX_tlf_a_2a(e)	Tolfenamic Acid 2A exchange	tlf_a_2a[e] <=>
	EX_tlf_a_3(e)	Tolfenamic Acid 3 exchange	tlf_a_3[e] <=>
	EX_tlf_a_4(e)	Tolfenamic Acid 4 exchange	tlf_a_4[e] <=>
	EX_tlf_a_m1(e)	N-(2-Hydroxymethyl-3-Chlorophenyl)-Anthranilic Acid exchange	tlf_a_m1[e] <=>
	EX_tlf_a_m2(e)	N-(2-Hydroxymethyl-3-Chloro-4-Hydroxyphenyl)-Anthranilic Acid exchange	tlf_a_m2[e] <=>
	EX_tlf_a_m3(e)	N-(2-Formyl-3-Chlorophenyl) Anthranilic Acid exchange	tlf_a_m3[e] <=>
	EX_tlf_a_m4(e)	N-(2-Methyl-3- Chloro-4-Hydroxyphenyl)-Anthranilic Acid exchange	tlf_a_m4[e] <=>
	EX_tlf_a_m4a(e)	Tolfenamic Acid M4A exchange	tlf_a_m4a[e] <=>
	EX_tlf_a_m5(e)	N-(2-Methyl-3-Chloro-5-Hydroxyphenyl)-Anthranilic Acid exchange	tlf_a_m5[e] <=>
	EX_tlf_a_m5a(e)	Tolfenamic Acid M5A exchange	tlf_a_m5a[e] <=>
	EX_tlf_a_m5b(e)	Tolfenamic Acid M5B exchange	tlf_a_m5b[e] <=>
	EX_tlf_a_m6(e)	N-(2-Carboxy-3-Chlorophenyl)-Anthranilic Acid exchange	tlf_a_m6[e] <=>
	EX_tlf_a_m9(e)	N-(2-Methyl-3-Chloro-4-Metoxyphenyl)-Anthranilic Acid exchange	tlf_a_m9[e] <=>
	EX_tlms(e)	Telmisartan exchange	tlms[e] <=>
	EX_tlms_glc(e)	Telmisartan Glucuronide exchange	tlms_glc[e] <=>
	EX_tma(e)	Trimethylamine exchange	tma[e] <=>
	EX_tmacmp(e)	thiomethyl-conjugate-acetaminophen exchange	tmacmp[e] <=>
	EX_tmao(e)	Trimethylamine N-oxide exchange	tmao[e] <=>
	EX_tolcp(e)	Tolcapone  exchange	tolcp[e] <=>
	EX_tolcp_ac(e)	Tolcapone N-Acetyl Amino Metabolite exchange	tolcp_ac[e] <=>
	EX_tolcp_ac_glc(e)	Tolcapone N-Acetyl Amino Glucuronide exchange	tolcp_ac_glc[e] <=>
	EX_tolcp_am(e)	Tolcapone Amine Derivative exchange	tolcp_am[e] <=>
	EX_tolcp_am_glc(e)	Tolcapone Amine Glucuronide exchange	tolcp_am_glc[e] <=>
	EX_tolcp_glc(e)	Tolcapone 3-Beta-D-Glucuronide exchange	tolcp_glc[e] <=>
	EX_tpno_1glc_4g(e)	Tempol 1-O-Glucuronide And 4-O-Glucoside exchange	tpno_1glc_4g[e] <=>
	EX_tpno_4g(e)	Tempol 4-O-Glucoside exchange	tpno_4g[e] <=>
	EX_tpno_4glc(e)	Tempol 4-O-Glucuronide exchange	tpno_4glc[e] <=>
	EX_tpnoh(e)	Tempol Hydroxylamine exchange	tpnoh[e] <=>
	EX_trp_L(e)	Exchange of L-Tryptophan 	trp_L[e] <=> 
	EX_tsacmgluc(e)	thiomethyl-sulphoxide-acetaminophen-glucuronide exchange	tsacmgluc[e] <=>
	EX_tym(e)	Exchange of Tyramine	tym[e] <=>
	EX_tyr_L(e)	Exchange of L-Tyrosine	tyr_L[e] <=>
	EX_tyr_L(e)	Exchange of L-Tyrosine	tyr_L[e] <=> 
	EX_uchol(e)	Ursocholate exchange	uchol[e] <=>
	EX_val_L(e)	Exchange of L-Valine 	val_L[e] <=> 
Aat	PHETA1	Phenylalanine Transaminase	akg[c] + phe_L[c] <=> glu_L[c] + phpyr[c]
Aat	TYRTA	Tyrosine Transaminase	akg[c] + tyr_L[c] <=> 34hpp[c] + glu_L[c]
AcdA	CINNMCOADH	Trans-Cinnamyl-CoA oxidoreductase, electron bifurcating	cinnmcoa[c] + fdxox[c] + 2.0 h[c] + 2.0 nadh[c] <=> pppncoa[c] + fdxrd[c] + 2.0 nad[c] 
AcdA	HPPCOADH	4-Hydroxyphenylacrylyl-CoA oxidoreductase, electron bifurcating	r34hpacoa[c] + fdxox[c] + 2.0 h[c] + 2.0 nadh[c] <=> r34hppcoa[c] + fdxrd[c] + 2.0 nad[c] 
AcdA	INDACCOADH	Indoleacrylyl-CoA oxidoreductase, electron bifurcating	indacrcoa[c] + fdxox[c] + 2.0 h[c] + 2.0 nadh[c] <=> indprpcoa[c] + fdxrd[c] + 2.0 nad[c] 
AcdB	ICPRENCOADH	Isocaprenoyl-CoA oxidoreductase, electron bifurcating	icprencoa[c] + fdxox[c] + 2.0 h[c] + 2.0 nadh[c] <=> isocaprcoa[c] + fdxrd[c] + 2.0 nad[c] 
AnsA	r0127	L-Asparagine Amidohydrolase / Cyanoamino Acid Metabolism / Nitrogen Metabolism Ec:3.5.1.1 Ec:3.5.1.38	asn_L[c] + h2o[c] -> asp_L[c] + nh4[c]
BaiFK	BAIF1	Bile acid CoA-transferase (EC 2.8.3.25), cholate 7-alpha/beta dehydroxylation pathway	3dh4cacoa[c] + cholate[c] -> 3dh4chol[c] + cholcoa[c] 
BaiFK	BAIF2	Bile acid CoA-transferase (EC 2.8.3.25), chenodeoxycholate 7-alpha/beta dehydroxylation pathway	3dh4cdcacoa[c] + C02528[c] -> 3dh4cdchol[c] + dcholcoa[c] 
BaiFK	BAIF3	Bile acid CoA-transferase (EC 2.8.3.25), ursodeoxycholate 7-alpha/beta dehydroxylation pathway	3dh4udcacoa[c] + HC02194[c] -> 3dh4udchol[c] + udoholcoa[c] 
BaiN	BAIV1	NAD(H)-dependent delta6-hydroxysteroid reductase, allo-DCA forming, cholate 7-alpha/beta dehydroxylation pathway	3dh4dchol[c] + nadh[c] + h[c] <=> 3dhadchol[c] + nad[c]
BaiN	BAIV2	NAD(H)-dependent delta6-hydroxysteroid reductase, allo-LCA forming, chenodeoxycholate & ursodeoxycholate 7-alpha/beta dehydroxylation pathway	3dh4lchol[c] + nadh[c] + 2 h[c] <=> 3dhalchol[c] + nad[c]
BaiN	BAIW1	NAD(H)-dependent delta4-hydroxysteroid reductase, allo-DCA forming, cholate 7-alpha/beta dehydroxylation pathway	3dhadchol[c] + nadh[c] + h[c] <=> adchac[c] + nad[c]
BaiN	BAIW2	NAD(H)-dependent delta4-hydroxysteroid reductase, allo-LCA forming, chenodeoxycholate & ursodeoxycholate 7-alpha/beta dehydroxylation pathway	3dhalchol[c] + nadh[c] + h[c] <=> alchac[c] + nad[c]
BaiN	BAIX1	NAD(H)-dependent delta6-hydroxysteroid reductase, cholate 7-alpha/beta dehydroxylation pathway	3dh46dchol[c] + nadh[c] + h[c] <=> 3dh4dchol[c] + nad[c]
BaiN	BAIX2	NAD(H)-dependent delta6-hydroxysteroid reductase, chenodeoxycholate & ursodeoxycholate 7-alpha/beta dehydroxylation pathway	3dh46lchol[c] + nadh[c] + h[c] <=> 3dh4lchol[c] + nad[c]
BaiN	BAIY1	NAD(H)-dependent delta4-hydroxysteroid reductase, cholate 7-alpha/beta dehydroxylation pathway	3dh4dchol[c] + nadh[c] + h[c] <=> 3dhdchol[c] + nad[c]
BaiN	BAIY2	NAD(H)-dependent delta4-hydroxysteroid reductase, chenodeoxycholate & ursodeoxycholate 7-alpha/beta dehydroxylation pathway	3dh4lchol[c] + nadh[c] + h[c] <=> 3dhlchol[c] + nad[c]
BaiO	BAIZ1	NAD(H)-dependent 3-alpha-hydroxysteroid reductase, cholate 7-alpha/beta dehydroxylation pathway 	3dhdchol[c] + nadh[c] + h[c] <=> dchac[c] + nad[c]
BaiO	BAIZ2	NAD(H)-dependent 3-alpha-hydroxysteroid reductase , chenodeoxycholate & ursodeoxycholate 7-alpha/beta dehydroxylation pathway	3dhlchol[c] + nadh[c] + h[c] <=> HC02191[c] + nad[c]
BaiP	ADCA_T	Allodeoxycholate exporter	adchac[c] + h[c] <=> adchac[e] + h[e]
BaiP	ALCA_T	Allolithocholate exporter	alchac[c] + h[c] <=> alchac[e] + h[e] 
BaiP	DCAT	Deoxycholate exporter	dchac[c] + h[c] <=> dchac[e] + h[e]
BaiP	LCAT	Lithocholate exporter	HC02191[c] + h[c] <=> HC02191[e] + h[e]
CbiJ	CPC6R	Precorrin-6A reductase	copre6[c] + h[c] + nadph[c] <=> codhpre6[c] + nadp[c]
CbiJ	PC6AR	Precorrin-6A reductase	h[c] + nadph[c] + pre6a[c] <=> nadp[c] + pre6b[c]
CobP	ADCPS1	Adenosylcobinamide-phosphate synthase	adcobhex[c] + appl[c] + atp[c] -> adocbi[c] + adp[c] + h[c] + pi[c]
